 54.5077120420,-2.8746974934,647.59,2016-06-05 06:07:37
 54.5075931866,-2.8744352236,652.87,2016-06-05 06:08:07
 54.5076983795,-2.8740965109,657.20,2016-06-05 06:08:37
 54.5077078510,-2.8737790883,662.97,2016-06-05 06:09:07
 54.5077771693,-2.8734645154,668.73,2016-06-05 06:09:37
 54.5078619942,-2.8730973043,674.98,2016-06-05 06:10:07
 54.5078599826,-2.8728104755,680.27,2016-06-05 06:10:37
 54.5078205876,-2.8724379838,686.52,2016-06-05 06:11:07
 54.5078100264,-2.8719543479,691.33,2016-06-05 06:11:37
 54.5077922568,-2.8716299683,695.65,2016-06-05 06:12:07
 54.5077465754,-2.8711230308,701.42,2016-06-05 06:12:37
 54.5075332560,-2.8705884330,707.67,2016-06-05 06:13:07
 54.5073181763,-2.8698535915,713.44,2016-06-05 06:13:37
 54.5071619377,-2.8695929144,717.76,2016-06-05 06:14:07
 54.5067860093,-2.8693853784,724.01,2016-06-05 06:14:37
 54.5061881281,-2.8695349954,729.30,2016-06-05 06:15:07
 54.5057206694,-2.8695114423,734.10,2016-06-05 06:15:37
 54.5051171724,-2.8691684548,737.95,2016-06-05 06:16:07
 54.5039584581,-2.8686510399,740.35,2016-06-05 06:16:37
 54.5027509611,-2.8675793298,738.43,2016-06-05 06:17:07
 54.5011045877,-2.8665596712,714.40,2016-06-05 06:17:37
 54.5003281720,-2.8662647121,721.13,2016-06-05 06:18:07
 54.4998749625,-2.8660960682,726.41,2016-06-05 06:18:37
 54.4994062465,-2.8660668153,731.22,2016-06-05 06:19:07
 54.4989889115,-2.8659453616,736.99,2016-06-05 06:19:37
 54.4986726623,-2.8657398373,742.76,2016-06-05 06:20:07
 54.4983984903,-2.8656908032,748.52,2016-06-05 06:20:38
 54.4981072191,-2.8655074071,753.81,2016-06-05 06:21:08
 54.4976026285,-2.8654374182,759.58,2016-06-05 06:21:38
 54.4972665980,-2.8654890507,764.39,2016-06-05 06:22:08
 54.4968977105,-2.8655454610,769.67,2016-06-05 06:22:38
